id,num_user,num_critic,imdb_score,num_votes,facebook_likes
357,132,105,6.9,12980,646
358,215,77,7.6,54042,0
359,187,78,4.3,39471,0
360,3,,6.9,44,224
361,35,11,5.5,7470,0
362,20,34,5.9,3443,480
363,141,232,6.2,78974,11000
364,190,447,7.9,70382,33000
365,3646,313,8.7,1217752,25000
366,199,257,7.1,111003,22000
367,435,298,6.7,207839,0
368,159,88,7.0,61396,11000
369,112,43,7.1,38949,0
370,137,101,6.2,7584,0
371,180,75,3.9,35018,716
372,249,74,7.5,23486,0
373,52,54,6.2,4257,188
374,277,93,5.8,62271,0
375,81,46,7.4,14100,0
376,86,78,6.8,11132,0
377,419,184,7.2,49672,3000
378,481,127,6.5,43839,0
379,359,111,1.9,74945,0
380,32,25,6.0,3425,0
381,352,251,6.5,61912,0
382,233,84,1.6,74351,62000
383,15,6,5.1,1091,0
384,1187,608,7.2,557489,95000
385,20,59,5.5,2541,342
386,111,137,5.7,23767,845
387,115,31,6.8,55895,0
388,13,1,8.2,374,0
389,281,142,6.5,62038,0
390,345,298,6.8,62836,20000
391,495,131,8.3,277505,10000
392,95,46,5.7,8215,371
393,145,210,7.2,64322,24000
394,253,85,4.6,13065,897
395,308,300,7.5,120189,11000
396,50,23,5.2,4510,0
397,370,299,7.6,189812,15000
398,154,211,6.9,119213,17000
399,230,178,4.8,42182,0
400,462,355,6.3,172707,37000
401,511,525,6.4,175413,60000
402,77,31,6.1,9845,613
403,9,16,5.3,502,207
404,33,40,5.7,9693,530
405,741,585,7.9,431620,77000
406,293,98,5.4,43743,0
407,1,3,6.7,83,165
408,131,85,6.3,22649,0
409,82,20,3.1,2753,0
410,101,91,6.3,5178,132
411,276,181,7.1,71596,3000
412,78,22,5.9,33186,0
413,75,55,6.0,5585,997
414,122,77,6.3,8697,374
415,133,42,4.6,6884,458
416,21,14,5.3,4387,240
417,4,5,4.0,146,244
418,677,225,6.3,79877,0
419,527,196,6.8,77493,6000
420,410,44,8.4,62756,21000
421,165,81,6.4,15053,393
422,31,10,6.7,15730,0
423,37,27,5.6,1768,208
424,81,155,6.2,20186,0
425,174,92,7.0,26434,0
426,172,265,6.7,156898,22000
427,23,95,5.0,3119,0
428,301,230,6.4,100837,0
429,158,39,6.3,12675,0
430,302,213,5.7,63493,26000
431,214,137,7.4,19397,0
432,62,36,2.8,8687,0
433,173,60,5.2,24790,0
434,297,133,4.6,46417,660
435,52,21,4.8,3334,739
436,18,6,3.1,735,402
437,150,226,4.8,34964,28000
438,124,82,6.8,27052,0
439,309,104,8.0,72443,0
440,149,98,5.3,44103,0
441,55,32,7.1,4998,785
442,1290,644,7.0,418214,150000
443,347,196,6.3,89816,0
444,374,426,7.8,182983,99000
445,286,131,6.5,49926,0
446,64,49,3.3,9541,0
447,13,15,7.2,131,30
448,370,102,5.1,58402,0
449,494,39,6.8,1024,140
450,87,162,3.9,8511,0
451,34,16,5.9,7900,263
452,71,10,6.9,10410,892
453,40,35,7.2,2412,539
454,609,187,8.1,264533,12000
455,168,160,7.2,127760,0
456,56,30,6.8,8508,328
457,23,17,6.9,806,187
458,4667,645,9.0,1676169,37000
459,140,47,4.4,17997,812
460,1,9,4.3,569,114
461,329,322,5.5,185394,65000
462,284,99,7.4,99557,21000
463,48,14,5.0,3904,495
464,613,99,2.7,50415,806
465,26,101,7.2,14437,0
466,596,153,8.7,229012,11000
467,244,89,6.3,47800,0
468,462,140,7.5,239540,0
469,50,20,6.2,5668,491
470,164,260,5.6,59248,48000
471,39,17,7.1,5741,0
472,58,78,4.5,1905,249
473,244,285,6.5,92364,15000
474,83,82,7.2,10585,0
475,255,151,6.7,82731,0
476,148,100,5.1,66941,1000
477,791,279,6.2,186879,0
478,3,,6.1,156,22
479,132,58,4.6,12263,564
480,129,156,5.3,37156,0
481,203,161,6.4,132048,12000
482,85,57,3.6,15517,500
483,211,127,6.9,29932,0
484,294,177,7.6,133966,0
485,304,84,8.1,155249,115000
486,645,236,7.6,295375,15000
487,39,79,6.4,11958,1000
488,36,60,6.8,6723,1000
489,117,75,5.6,11815,320
490,89,102,5.8,11950,0
491,64,52,5.5,5187,902
492,21,28,7.0,493,61
493,122,60,6.4,4894,298
494,28,44,7.5,1747,353
495,105,50,6.8,15088,824
496,533,440,6.7,328067,68000
497,105,224,6.2,29282,11000
498,220,143,7.5,77656,0
499,11,27,6.8,1227,62
500,240,111,7.1,24412,944
501,243,151,7.4,31130,0
502,703,98,7.1,169023,10000
503,207,103,7.7,67822,0
504,28,62,6.5,8227,0
505,700,233,7.2,136048,0
506,72,19,6.1,37611,0
507,2254,357,7.7,259837,13000
508,275,276,7.4,136973,47000
509,1,,7.2,178,0
510,204,145,7.7,133348,0
511,106,55,5.9,11232,0
512,786,202,5.8,141533,0
513,218,130,7.1,67604,12000
514,67,12,6.3,5182,912
515,14,21,5.9,2280,448
516,130,231,4.0,20823,0
517,62,149,7.7,8429,0
518,80,54,7.5,13003,10000
519,3,4,4.8,243,223
520,418,123,7.9,219008,0
521,11,25,7.2,772,83
522,79,156,5.9,32399,0
523,90,145,5.1,33042,0
524,174,74,7.5,26513,0
525,734,212,5.5,98535,0
526,156,263,6.7,31359,0
527,24,10,5.8,3013,344
528,641,350,6.7,361924,0
529,266,264,7.3,75306,48000
530,84,101,3.8,12399,0
531,98,73,5.3,74343,694
532,274,108,6.0,81611,0
533,188,132,6.2,20000,0
534,549,140,7.4,100743,0
535,36,13,6.9,2603,608
536,224,85,7.8,30618,0
537,646,230,7.6,273108,0
538,76,45,6.6,9105,0
539,692,204,8.1,600266,13000
540,8,35,5.8,463,594
541,70,110,7.8,9037,0
542,22,42,3.9,1328,0
543,602,150,7.0,203269,11000
544,167,100,8.0,62860,0
545,250,298,5.6,40776,10000
546,226,174,5.8,30511,0
547,176,225,6.1,28483,0
548,12,35,6.2,1656,155
549,488,195,6.1,124941,0
550,1097,653,8.1,682155,96000
551,,,7.2,18,0
552,365,275,7.2,198111,14000
553,87,44,6.2,15345,0
554,154,175,5.5,54501,16000
555,470,156,7.7,224671,11000
556,88,100,6.3,21379,0
557,108,26,4.9,5018,473
558,32,85,7.3,7148,773
559,48,69,7.1,3675,426
560,35,14,3.8,9560,636
561,15,5,5.4,405,97
562,2803,642,8.8,1468200,175000
563,118,95,6.0,15956,1000
564,175,286,6.4,24668,0
565,192,165,6.2,81444,955
566,125,124,4.9,16582,0
567,412,382,7.5,338635,39000
568,151,81,7.0,12366,507
569,651,187,7.3,65201,0
570,48,82,5.7,5161,0
571,576,228,5.3,94456,0
572,195,257,7.3,150618,28000
573,219,114,7.4,119150,0
574,10,8,4.0,551,303
575,136,59,6.6,4662,170
576,32,30,6.0,3322,265
577,118,53,6.4,63839,0
578,124,134,6.8,52972,21000
579,88,44,5.5,23579,0
580,288,160,6.8,35065,0
581,229,190,6.6,71137,0
582,316,156,6.6,69172,0
583,129,65,6.1,30092,0
584,132,98,5.2,29861,505
585,43,69,6.7,12817,0
586,47,15,7.3,13577,341
587,181,63,5.8,27675,0
588,518,420,6.2,104119,26000
589,115,217,7.1,45992,7000
590,1,,6.2,62,54
591,12,72,6.1,1658,543
592,140,131,4.2,31760,0
593,194,42,6.8,30682,0
594,250,223,7.2,213898,36000
595,53,51,5.4,7392,393
596,86,162,6.3,32512,0
597,124,88,7.1,11798,2000
598,258,231,6.2,67796,14000
599,59,19,7.2,13442,0
600,107,44,6.7,9456,625
601,205,338,6.3,106416,22000
602,548,163,6.2,131801,0
603,23,66,6.2,1268,195
604,279,310,7.7,143121,10000
605,,,7.0,8,65
606,202,93,7.2,138707,0
607,249,240,6.8,72809,0
608,286,143,7.6,97838,3000
609,75,147,7.0,27266,0
610,161,112,6.6,58297,0
611,155,37,6.7,19126,0
612,118,66,6.0,23943,425
613,346,148,7.6,299258,0
614,564,119,7.0,187181,0
615,321,293,7.5,99236,0
616,264,190,5.9,80338,0
617,188,181,5.5,47320,12000
618,307,209,7.5,98160,0
619,648,85,4.8,129601,0
620,399,222,7.1,142496,0
621,182,96,7.8,18940,2000
622,419,217,5.9,141179,9000
623,608,454,8.1,467613,165000
624,619,351,6.4,171418,17000
625,497,103,6.4,93367,0
626,94,55,7.4,29610,0
627,88,67,6.7,4812,465
628,4144,199,9.3,1689764,108000
629,29,18,5.9,1573,285
630,614,210,6.2,142115,0
631,178,57,6.0,23351,0
632,248,285,6.2,104005,18000
633,78,64,6.7,5321,356
634,711,450,6.5,181792,48000
635,149,215,6.4,136680,13000
636,39,42,5.8,16222,0
637,152,107,7.0,24033,0
638,50,15,6.8,4550,419
639,209,82,7.2,68159,0
640,500,147,7.3,114070,0
641,1111,177,7.9,396396,57000
642,336,223,7.6,175962,0
643,335,212,6.8,46493,7000
644,46,8,7.0,3262,377
645,690,177,8.0,79330,0
646,378,154,7.1,300542,0
647,112,248,7.3,47385,0
648,13,9,4.8,455,570
649,275,308,6.4,142403,70000
650,63,100,5.7,7833,215
651,131,104,7.4,35586,0
652,15,14,5.8,1010,104
653,390,163,7.1,67949,15000
654,789,225,7.1,387632,0
655,466,149,5.4,77029,0
656,362,437,7.7,146708,70000
657,157,33,6.8,17725,1000
658,100,143,4.6,16385,0
659,207,86,4.0,23747,0
660,137,138,5.9,30836,7000
661,40,9,6.7,1489,133
662,73,39,7.3,4359,495
663,182,112,7.2,44804,0
664,72,40,5.5,28736,0
665,219,106,7.3,61621,0
666,370,136,7.0,20449,1000
667,2,17,7.1,330,231
668,2,7,7.4,66,83
669,51,29,5.5,5427,0
670,2,5,7.0,123,215
671,1100,185,7.7,357579,15000
672,21,15,6.1,2561,0
673,203,63,6.8,172405,0
674,374,365,5.5,72552,13000
675,284,102,5.1,27305,604
676,55,25,5.5,17074,466
677,106,37,6.0,11729,645
678,12,34,6.5,1119,797
679,277,114,6.7,26773,0
680,338,198,7.2,256213,0
681,1109,239,7.6,268581,20000
682,70,133,5.5,17169,9000
683,110,107,5.7,26236,0
684,90,55,7.4,11920,721
685,208,120,5.8,63599,0
686,131,180,6.4,101730,0
687,109,26,7.0,25472,0
688,25,65,5.0,7894,0
689,64,25,5.5,9280,0
690,60,116,6.4,13371,0
691,72,25,7.0,6804,805
692,136,91,5.8,41273,0
693,298,107,6.5,37952,938
694,448,387,7.0,226583,38000
695,155,87,7.7,11283,0
696,158,79,6.6,98989,1000
697,379,134,5.9,49536,0
698,108,133,6.2,8824,559
699,95,50,6.4,84824,0
700,1225,599,7.0,451803,56000
701,33,54,6.4,6069,0
702,181,134,6.4,71276,13000
703,1498,750,7.8,522048,80000
704,23,9,6.2,989,44
705,242,61,6.9,216486,0
706,360,249,6.4,138246,24000
707,631,533,6.9,112899,45000
708,131,218,6.4,21352,30000
709,264,262,7.1,276746,19000
710,25,20,6.7,1238,117
711,457,160,4.0,28964,949
712,215,66,7.0,18486,11000
713,116,117,7.1,50041,23000
714,156,231,8.0,46107,0
715,67,53,6.8,5294,251
716,17,15,7.2,3290,387
717,405,546,7.1,105144,27000
718,207,247,6.3,127571,0
719,11,58,6.3,5525,853
720,125,88,5.9,20539,681
721,72,68,7.0,7308,933
722,119,158,6.8,18561,0
723,100,80,5.9,36983,0
724,265,75,5.7,51314,0
725,119,186,7.1,27882,18000
726,1966,294,6.6,314253,0
727,27,9,7.0,1553,116
728,8,8,5.9,266,348
729,86,64,6.8,14870,0
730,165,63,6.9,49349,0
731,21,2,5.2,892,106
732,112,177,5.7,32103,0
733,287,124,7.5,46396,0
734,31,33,6.3,1388,479
735,310,232,6.5,47097,0
736,213,104,6.1,23728,813
737,358,140,6.4,56874,0
738,394,89,6.6,93494,0
739,450,180,5.9,70205,0
740,236,111,6.2,28005,0
741,285,218,5.7,97045,55000
742,132,56,7.2,8224,0
743,195,115,6.1,35599,641
744,207,261,5.4,38983,11000
745,37,57,5.9,1324,241
746,261,68,7.7,178731,0
747,186,107,5.9,24436,0
748,212,280,6.7,64944,6000
749,89,48,7.5,15175,1000
750,64,8,6.0,7870,884
751,69,40,7.2,7346,624
752,277,173,6.9,212499,0
753,9,4,6.1,487,7
754,44,14,6.7,12854,0
755,203,238,6.8,61787,19000
756,159,111,6.1,21530,618
757,114,31,2.8,3851,346
758,32,17,6.1,2004,183
759,1588,739,8.1,552503,191000
760,983,210,8.5,744891,13000
761,73,253,7.0,9866,0
762,119,76,7.0,96385,0
763,3,8,7.5,2488,282
764,235,469,6.8,84620,27000
765,333,172,7.3,73501,27000
766,59,125,5.4,27257,0
767,97,148,5.3,40654,0
768,79,46,4.1,3662,0
769,207,99,7.7,39929,0
770,386,174,6.8,79186,0
771,70,32,4.7,2933,328
772,150,159,4.2,13521,0
773,135,138,5.4,34985,0
774,6,2,6.5,103,102
775,203,122,6.8,8143,0
776,147,91,7.8,12560,0
777,498,293,4.9,184637,29000
778,497,84,6.3,13215,953
779,139,100,6.1,77415,0
780,149,75,4.6,22679,773
781,217,127,7.1,71527,0
782,9,11,4.7,840,326
783,806,226,7.0,208092,0
784,867,474,6.6,188457,82000
785,252,258,6.3,151424,0
786,165,258,6.9,55441,0
787,224,232,7.2,60115,0
788,39,42,5.7,3789,89
789,126,167,5.1,24012,0
790,481,100,6.3,39331,0
791,479,204,7.1,210680,0
792,90,33,7.4,8856,0
793,24,18,5.4,2895,604
794,1040,284,5.6,78635,0
795,73,34,6.2,18286,0
796,336,76,7.0,29424,0
797,1594,276,8.0,242599,14000
798,217,91,6.7,31080,0
799,288,421,7.1,188652,22000
800,403,114,6.1,42664,0
801,32,45,6.4,4180,264
802,554,326,6.7,184561,123000
803,903,212,7.3,168314,12000
804,125,322,7.1,28845,10000
805,2367,434,6.1,240396,0
806,85,212,6.3,32697,0
807,47,95,4.7,6531,0
808,376,207,5.8,89557,0
809,31,71,6.1,3228,244
810,192,209,7.3,194489,12000
811,46,81,6.7,4654,18000
812,113,71,8.2,12611,0
813,881,211,8.3,507063,35000
814,841,283,7.9,149414,0
815,167,110,5.7,25346,470
816,400,193,6.2,84131,0
817,211,161,5.1,49721,0
818,120,186,6.0,27664,472
819,731,535,8.5,399138,129000
820,91,40,7.3,16323,0
821,200,324,7.6,127842,49000
822,414,323,7.3,152591,0
823,114,47,6.6,6782,860
824,560,153,7.9,189032,0
825,1229,451,7.7,392474,18000
826,802,422,7.5,354228,65000
827,310,219,6.8,121432,10000
828,4,6,4.8,443,42
829,171,128,4.5,43795,0
830,83,148,6.1,39440,15000
831,39,63,6.0,8309,315
832,517,466,7.1,149066,24000
833,259,148,6.4,44816,0
834,186,256,5.8,39956,24000
835,401,219,6.7,98693,0
836,4,4,5.7,80,18
837,9,46,4.1,794,447
838,18,62,3.3,4600,238
839,90,112,6.7,14325,0
840,307,158,7.0,71708,0
841,74,46,6.5,3562,0
842,358,187,7.0,140499,0
843,115,138,4.8,29147,0
844,20,49,5.9,8265,545
845,144,148,4.9,35965,11000
846,2968,315,8.8,1347461,48000
847,64,63,5.3,1977,133
848,100,249,7.3,65877,17000
849,316,265,6.7,189806,16000
850,383,97,6.4,41776,0
851,216,92,6.6,119675,0
852,84,64,5.5,12466,304
853,135,161,5.5,96565,0
854,348,393,5.9,128629,98000
855,471,127,8.4,215086,15000
856,52,81,6.7,13874,0
857,9,3,1.9,534,128
858,248,88,6.8,123390,0
859,181,47,5.6,25541,0
860,26,21,6.5,1033,282
861,101,128,5.8,54421,3000
862,623,457,7.0,471644,74000
863,35,88,6.4,15665,0
864,363,299,7.3,133367,0
865,8,27,7.5,291,50
866,206,39,3.5,4682,129
867,35,14,5.9,3119,331
868,148,109,6.6,21613,762
869,27,24,4.7,4265,0
870,144,100,7.1,14786,0
871,167,100,4.8,9338,209
872,858,232,7.4,387616,0
873,378,350,6.6,202967,36000
874,306,405,7.5,117719,39000
875,64,46,6.9,10577,0
876,141,104,6.9,18966,0
877,5,9,4.9,590,161
878,46,21,6.2,2613,445
879,66,125,6.5,15231,0
880,26,25,6.4,2099,0
881,3,6,5.5,95,307
882,197,76,8.2,19964,0
883,32,87,7.1,2167,0
884,134,225,5.8,23775,73000
885,24,21,7.7,1477,274
886,305,102,7.5,311075,20000
887,755,552,8.0,440084,122000
888,5,21,4.0,161,17
889,308,60,7.2,57363,10000
890,228,179,7.3,60522,0
891,366,342,7.3,284792,54000
892,161,117,7.1,29715,0
893,492,211,8.0,168398,13000
894,494,153,7.5,54096,0
895,100,41,5.6,9811,1000
896,230,201,7.6,68119,0
897,91,107,5.2,17296,0
898,96,270,6.3,30325,0
899,66,12,1.7,4377,0
900,72,159,6.5,28573,0
901,224,86,8.1,31943,0
902,207,253,6.5,87950,15000
903,1061,288,7.6,357275,18000
904,21,87,7.2,6304,0
905,261,266,6.9,110364,0
906,136,74,6.3,50389,0
907,132,208,6.6,21370,0
908,40,16,5.8,2295,284
909,714,136,7.3,177828,11000
910,195,93,6.2,57140,6000
911,102,54,5.6,5933,387
912,916,490,7.3,325264,112000
913,162,150,6.7,42792,0
914,309,270,5.7,44329,13000
