id,film_id,person_id,role
203,2759,100,a
204,1233,100,a
205,4364,100,a
206,802,101,a
207,24,101,a
208,21,101,a
209,100,101,a
210,1405,102,a
211,4220,102,a
212,4694,102,a
213,1565,102,a
214,1944,102,a
215,3393,103,a
216,1621,103,a
217,1257,103,a
218,1683,104,a
219,658,105,a
220,1511,105,a
221,2294,105,a
222,3223,106,a
223,937,107,a
224,338,107,a
225,4585,107,a
226,3596,108,a
227,4293,108,a
228,3465,109,a
229,2679,111,a
230,4698,112,a
231,3021,114,a
232,3262,117,a
233,3455,117,a
234,3691,118,a
235,3790,119,a
236,4803,120,a
237,1430,122,a
238,4549,123,a
239,3123,124,a
240,3107,124,a
241,735,125,a
242,3188,125,a
243,1690,125,a
244,896,125,a
245,1289,125,a
246,1067,125,a
247,2838,125,a
248,2359,125,a
249,785,125,a
250,2746,125,a
251,3091,125,a
252,1907,125,a
253,412,125,a
254,1717,125,a
255,3467,125,a
256,515,125,a
257,2901,125,a
258,828,125,a
259,640,125,a
260,2342,125,a
261,1437,125,a
262,358,126,a
263,4767,127,a
264,243,129,a
265,4250,132,a
266,3334,133,a
267,4935,134,a
268,11,136,a
269,792,137,a
270,1951,137,a
271,2355,138,a
272,533,139,a
273,3874,139,a
274,4825,140,a
275,4370,141,a
276,2616,145,a
277,1816,145,a
278,1668,145,a
279,4674,147,a
280,4791,147,a
281,34,149,a
282,930,149,a
283,1755,149,a
284,1980,149,a
285,3774,149,a
286,2536,149,a
287,1087,149,a
288,4129,149,a
289,10,149,a
290,2233,149,a
291,107,149,a
292,1592,150,a
293,395,150,a
294,5042,150,a
295,1590,150,a
296,4762,150,a
297,746,150,a
298,1344,150,a
299,2437,150,a
300,3924,153,a
301,3444,154,a
302,3060,154,a
303,3947,155,a
304,482,156,a
305,5021,158,a
306,2396,159,a
307,4512,159,a
308,4181,159,a
309,4294,159,a
310,3507,160,a
311,3190,161,a
312,3123,162,a
313,520,162,a
314,576,162,a
315,2654,162,a
316,1055,162,a
317,1469,162,a
318,2317,162,a
319,4536,162,a
320,2694,162,a
321,2616,162,a
322,3002,162,a
323,4267,163,a
324,3684,164,a
325,890,164,a
326,3007,165,a
327,938,165,a
328,31,165,a
329,603,165,a
330,184,165,a
331,4534,165,a
332,1499,165,a
333,3494,165,a
334,4551,167,a
335,2448,168,a
336,1028,169,a
337,2108,169,a
338,2995,169,a
339,3538,169,a
340,1749,170,a
341,366,170,a
342,4898,171,a
343,4395,175,a
344,2982,178,a
345,2011,179,a
346,3884,181,a
347,1383,183,a
348,2132,184,a
349,2728,186,a
350,2073,186,a
351,2941,186,a
352,345,186,a
353,3284,187,a
354,4621,188,a
355,314,189,a
356,2632,189,a
357,2433,189,a
358,2403,189,a
359,3478,189,a
360,4897,193,a
361,4921,194,a
362,4587,196,a
363,4500,197,a
364,1478,198,a
365,2623,198,a
366,3064,199,a
367,4983,199,a
368,3854,200,a
369,4956,200,a
370,4261,200,a
371,4308,200,a
372,4553,201,a
373,3976,202,a
374,470,203,a
375,4135,204,a
376,3471,205,a
377,1595,205,a
378,1319,205,a
379,2502,205,a
380,2245,205,a
381,969,205,a
382,1761,209,a
383,3827,209,a
384,2259,209,a
385,2116,209,a
386,2497,209,a
387,2884,209,a
388,1221,210,a
389,2933,210,a
390,664,210,a
391,1482,210,a
392,4802,211,a
393,2928,214,a
394,3287,215,a
395,2199,216,a
396,231,218,a
397,2651,218,a
398,2858,218,a
399,214,218,a
400,3412,219,a
401,1118,220,a
402,2306,220,a
403,3166,220,a
404,1406,220,a
405,1303,220,a
406,4021,220,a
407,3354,220,a
408,1192,220,a
409,4232,220,a
410,1825,220,a
411,1343,220,a
412,1391,220,a
413,339,221,a
414,964,221,a
415,2511,221,a
416,29,223,a
417,4288,223,a
418,1987,223,a
419,1921,223,a
420,64,223,a
421,138,223,a
422,3570,223,a
423,3275,223,a
424,1769,223,a
425,4626,224,a
426,4842,226,a
427,1927,227,a
428,3935,227,a
429,3016,228,a
430,2571,229,a
431,4221,229,a
432,3575,230,a
433,1374,230,a
434,3388,230,a
435,2356,230,a
436,2830,230,a
437,4034,231,a
438,2079,232,a
439,4030,234,a
440,4641,235,a
441,3416,236,a
442,4603,237,a
443,1933,238,a
444,3668,239,a
445,3680,240,a
446,3120,240,a
447,569,240,a
448,3627,241,a
449,3264,242,a
450,1639,242,a
451,2796,244,a
452,1426,244,a
453,3414,244,a
454,1664,244,a
455,1913,244,a
456,199,244,a
457,1068,244,a
458,1919,244,a
459,3555,244,a
460,2660,244,a
461,1745,244,a
462,4703,244,a
463,1049,244,a
464,1544,244,a
465,207,245,a
466,4911,247,a
467,2163,248,a
468,3174,249,a
469,3785,249,a
470,2691,249,a
471,4419,249,a
472,926,249,a
473,4647,249,a
474,1239,250,a
475,118,250,a
476,1564,250,a
477,4030,250,a
478,230,250,a
479,3512,250,a
480,4324,251,a
481,1509,252,a
482,85,252,a
483,3800,253,a
484,917,254,a
485,2378,254,a
486,1103,254,a
487,3670,255,a
488,2111,255,a
489,977,255,a
490,4014,255,a
491,3980,256,a
492,3724,257,a
493,1978,258,a
494,4258,260,a
495,3043,261,a
496,4797,262,a
497,2777,263,a
498,1900,263,a
499,3210,263,a
500,1690,263,a
501,3922,263,a
502,1574,263,a
503,2955,263,a
504,1106,263,a
505,726,263,a
506,4614,264,a
507,4121,265,a
508,3005,265,a
509,2999,265,a
510,4715,266,a
511,3707,267,a
512,768,268,a
513,1377,268,a
514,1681,268,a
515,1257,268,a
516,1203,268,a
517,2832,269,a
518,1635,270,a
519,1040,270,a
520,1027,271,a
521,1647,271,a
522,2581,271,a
523,2889,271,a
524,603,271,a
525,2001,271,a
526,2670,271,a
527,1060,273,a
528,3074,275,a
529,4154,278,a
530,1833,280,a
531,531,280,a
532,2615,282,a
533,2786,283,a
534,4663,286,a
535,3488,287,a
536,3159,288,a
537,3705,288,a
538,2634,288,a
539,2926,289,a
540,4867,289,a
541,3230,289,a
542,4384,290,a
543,4638,291,a
544,1474,292,a
545,3618,292,a
546,2558,293,a
547,682,294,a
548,382,294,a
549,1483,294,a
550,3507,294,a
551,981,295,a
552,979,296,a
553,2919,296,a
554,2564,296,a
555,3491,296,a
556,3806,296,a
557,845,296,a
558,2572,296,a
559,2183,296,a
560,1588,296,a
561,2792,296,a
562,2929,297,a
563,1650,297,a
564,1194,297,a
565,730,297,a
566,898,299,a
567,2564,299,a
568,2102,299,a
569,4978,301,a
570,4990,302,a
571,4120,303,a
572,4197,304,a
573,3875,305,a
574,2432,306,a
575,1737,306,a
576,2471,306,a
577,1959,307,a
578,3249,308,a
579,4353,309,a
580,1421,309,a
581,4794,311,a
582,4754,312,a
583,2733,313,a
584,4444,314,a
585,2093,315,a
586,922,315,a
587,419,316,a
588,940,316,a
589,1307,317,a
590,992,317,a
591,2188,317,a
592,1786,317,a
593,733,317,a
594,357,317,a
595,2962,317,a
596,4978,318,a
597,2826,319,a
598,2791,320,a
599,1809,320,a
600,1916,320,a
601,4087,320,a
602,94,320,a
603,163,320,a
604,2639,320,a
605,4380,320,a
606,4815,321,a
607,4417,322,a
608,3701,323,a
609,2124,324,a
610,4922,325,a
611,4864,326,a
612,1512,327,a
613,4816,328,a
614,1190,329,a
615,3383,329,a
616,970,329,a
617,2089,330,a
618,1750,330,a
619,4180,331,a
620,494,332,a
621,2776,333,a
622,1832,334,a
623,4793,335,a
624,3921,337,a
625,2934,339,a
626,4043,339,a
627,4098,339,a
628,3407,340,a
629,4701,341,a
630,3612,342,a
631,4722,342,a
632,2410,343,a
633,69,343,a
634,3308,343,a
635,708,343,a
636,598,343,a
637,866,343,a
638,2200,343,a
639,2399,343,a
640,79,343,a
641,1707,343,a
642,449,343,a
643,2274,343,a
644,1623,343,a
645,4133,343,a
646,1072,344,a
647,1225,344,a
648,4310,344,a
649,1414,345,a
650,4282,346,a
651,2566,346,a
652,4131,346,a
653,715,346,a
654,4612,346,a
655,472,346,a
656,192,346,a
657,4476,347,a
658,1943,348,a
659,247,349,a
660,2393,350,a
661,4328,350,a
662,4602,351,a
663,4361,351,a
664,972,352,a
665,1545,352,a
666,4196,353,a
667,3014,354,a
668,4926,355,a
669,4926,356,a
670,4641,358,a
671,1062,360,a
672,1734,361,a
673,1174,361,a
674,223,362,a
675,193,362,a
676,1582,362,a
677,855,362,a
678,4213,362,a
679,106,362,a
680,890,363,a
681,1177,363,a
682,3554,365,a
683,2652,367,a
684,2010,368,a
685,868,370,a
686,498,371,a
687,1281,372,a
688,2766,373,a
689,1566,373,a
690,1882,373,a
691,3625,373,a
692,3295,373,a
693,3667,374,a
694,661,375,a
695,4609,376,a
696,4723,378,a
697,3233,380,a
698,3749,383,a
699,442,386,a
700,621,386,a
701,5011,387,a
702,5006,387,a
703,1302,389,a
704,4805,389,a
705,2416,391,a
706,2940,395,a
707,2270,395,a
708,1224,395,a
709,22,397,a
710,3321,397,a
711,2727,397,a
712,40,397,a
713,1484,397,a
714,1709,397,a
715,1198,397,a
716,2846,401,a
717,3730,401,a
718,3065,401,a
719,4970,402,a
720,3110,403,a
721,4115,407,a
722,4540,408,a
723,1801,409,a
724,3788,413,a
725,1031,413,a
726,4817,419,a
727,3001,420,a
728,1056,421,a
729,2265,421,a
730,2975,424,a
731,1324,424,a
732,2347,424,a
733,2375,424,a
734,4256,424,a
735,2347,425,a
736,525,426,a
737,1088,426,a
738,183,426,a
739,4672,428,a
740,4526,429,a
741,1747,431,a
742,4564,432,a
743,1275,433,a
744,3360,434,a
745,2808,435,a
746,3779,435,a
747,4457,436,a
748,3438,437,a
749,4714,438,a
750,2583,440,a
751,4437,440,a
752,2389,441,a
753,4040,442,a
754,4826,443,a
755,4629,444,a
756,114,445,a
757,542,445,a
758,343,445,a
759,380,445,a
760,2334,445,a
761,528,445,a
762,83,445,a
763,1536,445,a
764,2707,445,a
765,2035,445,a
766,810,445,a
767,155,445,a
768,283,445,a
769,1043,445,a
770,1321,445,a
771,256,445,a
772,140,445,a
773,1856,445,a
774,185,445,a
775,878,445,a
776,3171,445,a
777,627,445,a
778,193,445,a
779,306,445,a
780,1297,445,a
781,3910,446,a
782,2555,446,a
783,2678,447,a
784,3677,449,a
785,3111,449,a
786,3957,450,a
787,4136,451,a
788,3560,451,a
789,1264,451,a
790,3069,452,a
791,3098,453,a
792,1498,453,a
793,3472,454,a
794,4085,455,a
795,2554,456,a
796,2158,456,a
797,2085,456,a
798,2984,457,a
799,278,457,a
800,543,457,a
801,2763,458,a
802,4594,458,a
803,4859,459,a
804,1078,460,a
805,2341,460,a
806,3437,461,a
807,4256,461,a
808,4813,462,a
809,3305,463,a
810,1597,463,a
811,4413,463,a
812,4028,463,a
813,1010,463,a
814,1840,463,a
815,722,463,a
816,1005,463,a
817,2969,463,a
818,1763,463,a
819,3063,463,a
820,4758,464,a
821,4648,465,a
822,4388,466,a
823,4093,467,a
824,1767,468,a
825,4146,469,a
826,1432,469,a
827,914,469,a
828,317,471,a
829,3946,471,a
830,3415,471,a
831,2749,471,a
832,3930,472,a
833,2462,473,a
834,4836,474,a
835,3433,475,a
836,3879,476,a
837,4746,477,a
838,3369,477,a
839,425,477,a
840,946,477,a
841,4309,477,a
842,1613,477,a
843,1379,477,a
844,1371,477,a
845,632,477,a
846,2639,477,a
847,4980,477,a
848,1735,477,a
849,2508,477,a
850,753,477,a
851,2263,477,a
852,2713,478,a
853,5030,481,a
854,2728,482,a
855,3220,483,a
856,962,484,a
857,1706,486,a
858,486,486,a
859,4719,486,a
860,2064,486,a
861,4398,487,a
862,3555,487,a
863,2582,488,a
864,1188,488,a
865,1309,489,a
866,1273,489,a
867,4864,489,a
868,2764,489,a
869,1317,490,a
870,3714,490,a
871,3002,490,a
872,1738,490,a
873,1351,490,a
874,727,490,a
875,3206,493,a
876,451,493,a
877,385,493,a
878,2537,493,a
879,34,493,a
880,97,493,a
881,2820,493,a
882,2968,493,a
883,916,493,a
884,3509,493,a
885,4289,493,a
886,3654,493,a
887,1210,493,a
888,1079,493,a
889,2480,493,a
890,1468,493,a
891,1409,493,a
892,107,493,a
893,4129,493,a
894,659,493,a
895,1689,493,a
896,1625,493,a
897,2690,493,a
898,1599,493,a
899,472,494,a
900,2489,494,a
901,1437,494,a
902,1380,494,a
903,387,494,a
904,2316,494,a
905,3561,494,a
906,4565,494,a
907,1143,494,a
908,1633,495,a
909,2956,495,a
910,1423,496,a
911,2449,497,a
912,4358,497,a
913,2123,497,a
914,2204,498,a
915,4884,499,a
916,183,500,a
917,4303,501,a
918,3620,501,a
919,2895,502,a
920,301,503,a
921,2444,503,a
922,4625,504,a
923,4215,505,a
924,2947,507,a
925,1181,509,a
926,3863,509,a
927,2052,510,a
928,435,511,a
929,3238,511,a
930,4345,511,a
931,1258,512,a
932,2159,512,a
933,1204,515,a
934,3091,515,a
935,421,515,a
936,3397,515,a
937,3714,515,a
938,137,515,a
939,1393,515,a
940,2726,515,a
941,154,515,a
942,1580,515,a
943,513,515,a
944,1249,515,a
945,901,515,a
946,2097,515,a
947,614,515,a
948,447,515,a
949,131,515,a
950,662,515,a
951,114,515,a
952,128,515,a
953,194,515,a
954,1612,515,a
955,491,515,a
956,2159,515,a
957,2800,515,a
958,2667,515,a
959,1994,515,a
960,1126,515,a
961,874,515,a
962,2376,515,a
963,3998,516,a
964,4147,517,a
965,1081,518,a
966,313,518,a
967,2464,518,a
968,3195,518,a
969,4591,522,a
970,4391,523,a
971,440,523,a
972,1373,526,a
973,1167,528,a
974,3067,528,a
975,3131,528,a
976,1781,531,a
977,3626,531,a
978,3085,533,a
979,4506,534,a
980,3269,536,a
981,2854,537,a
982,1626,540,a
983,1994,540,a
984,3663,541,a
985,4480,541,a
986,3511,541,a
987,3504,541,a
988,3686,541,a
989,4206,541,a
990,1330,543,a
991,4586,544,a
992,189,545,a
993,4753,545,a
994,3011,545,a
995,2607,546,a
996,269,547,a
997,2759,548,a
998,3944,549,a
999,626,550,a
1000,3663,551,a
1001,1866,551,a
1002,2707,551,a
1003,4090,551,a
1004,252,551,a
1005,1499,551,a
1006,1808,552,a
1007,4285,553,a
1008,4738,554,a
1009,2438,555,a
1010,4654,555,a
1011,3120,555,a
1012,1936,555,a
1013,4655,555,a
1014,2272,555,a
1015,721,558,a
1016,4646,559,a
1017,4068,560,a
1018,524,560,a
1019,698,560,a
1020,3147,560,a
1021,4083,561,a
1022,4167,562,a
1023,804,564,a
1024,2274,564,a
1025,4941,565,a
1026,2109,567,a
1027,4973,568,a
1028,3086,569,a
1029,1331,571,a
1030,4670,572,a
1031,2514,573,a
1032,301,573,a
1033,4190,573,a
1034,669,573,a
1035,4036,573,a
1036,1006,574,a
1037,3672,574,a
1038,130,574,a
1039,976,574,a
1040,985,574,a
1041,4376,575,a
1042,3905,576,a
1043,1819,577,a
1044,3886,578,a
1045,137,579,a
1046,1238,579,a
1047,1800,579,a
1048,4689,580,a
1049,4968,582,a
1050,4242,583,a
1051,3865,584,a
1052,2190,585,a
1053,4016,590,a
1054,4444,591,a
1055,4321,593,a
1056,2947,594,a
1057,4357,595,a
1058,3906,595,a
1059,3517,596,a
1060,2933,597,a
1061,4540,598,a
1062,4134,599,a
1063,4794,600,a
1064,3918,601,a
1065,2282,602,a
1066,2308,602,a
1067,836,602,a
1068,1016,602,a
1069,4210,602,a
1070,3510,602,a
1071,5020,603,a
1072,1319,604,a
1073,4026,605,a
1074,1444,605,a
1075,2317,605,a
1076,3224,606,a
1077,637,606,a
1078,3666,607,a
1079,4083,608,a
1080,4194,609,a
1081,226,609,a
1082,297,609,a
1083,1710,610,a
1084,99,611,a
1085,205,611,a
1086,2547,612,a
1087,4682,612,a
1088,1334,612,a
1089,2745,613,a
1090,1628,614,a
1091,193,616,a
1092,1793,617,a
1093,1153,617,a
1094,1674,618,a
1095,4954,618,a
1096,2828,618,a
1097,4854,618,a
1098,4288,619,a
1099,1480,620,a
1100,2466,620,a
1101,1644,620,a
1102,3119,621,a
1103,1164,622,a
1104,3898,622,a
1105,1342,622,a
1106,608,622,a
1107,509,622,a
1108,1881,623,a
1109,4222,625,a
1110,2515,625,a
1111,3677,626,a
1112,130,629,a
1113,368,629,a
1114,3968,629,a
1115,546,629,a
1116,2614,629,a
1117,3250,629,a
1118,4610,630,a
1119,3463,631,a
1120,2763,632,a
1121,4469,633,a
1122,552,634,a
1123,1956,635,a
1124,1429,635,a
1125,40,635,a
1126,4922,638,a
1127,554,639,a
1128,627,639,a
1129,1329,639,a
1130,72,639,a
1131,2959,639,a
1132,2009,639,a
1133,1891,640,a
1134,459,640,a
1135,1853,640,a
1136,1898,640,a
1137,1951,640,a
1138,3932,641,a
1139,3006,642,a
1140,4448,644,a
1141,2161,645,a
1142,3700,645,a
1143,3031,645,a
1144,4182,646,a
1145,2775,647,a
1146,3986,648,a
1147,1385,649,a
1148,4176,650,a
1149,4618,651,a
1150,3645,651,a
1151,3697,651,a
1152,4414,651,a
1153,3502,651,a
1154,4555,652,a
1155,3274,653,a
1156,4860,655,a
1157,5022,657,a
1158,3984,658,a
1159,690,659,a
1160,4275,660,a
1161,1816,661,a
1162,2420,663,a
1163,4774,663,a
1164,4851,663,a
1165,2454,663,a
1166,3395,665,a
1167,2926,665,a
1168,2593,665,a
1169,834,665,a
1170,5000,665,a
1171,2072,665,a
1172,2151,665,a
1173,1886,665,a
1174,4460,665,a
1175,4710,666,a
1176,4482,667,a
1177,4992,669,a
1178,2198,670,a
1179,537,670,a
1180,2973,674,a
1181,2187,674,a
1182,2760,676,a
1183,491,677,a
1184,1490,678,a
1185,3218,678,a
1186,4020,678,a
1187,247,679,a
1188,4219,680,a
1189,4264,682,a
1190,5027,683,a
1191,4837,684,a
1192,3994,685,a
1193,2172,686,a
1194,1441,686,a
1195,3443,686,a
1196,4418,686,a
1197,1570,686,a
1198,2121,686,a
1199,1245,687,a
1200,4994,688,a
1201,1200,689,a
1202,1958,690,a
1203,4931,690,a
1204,2811,693,a
1205,2831,694,a
1206,3917,694,a
1207,3662,695,a
1208,1790,696,a
1209,4342,696,a
1210,3460,696,a
1211,3340,697,a
1212,1776,697,a
1213,4474,697,a
1214,370,697,a
1215,1105,697,a
1216,3542,699,a
1217,1782,700,a
1218,2667,700,a
1219,2875,700,a
1220,2123,701,a
1221,4680,701,a
1222,3670,702,a
1223,553,702,a
1224,615,703,a
1225,4261,704,a
1226,508,705,a
1227,3389,706,a
1228,790,706,a
1229,1743,706,a
1230,2166,706,a
1231,3144,707,a
1232,1883,707,a
1233,3731,707,a
1234,1135,708,a
1235,1073,708,a
1236,325,708,a
1237,3124,708,a
1238,3216,708,a
1239,4390,709,a
1240,2683,711,a
1241,3892,711,a
1242,2233,711,a
1243,3948,711,a
1244,951,711,a
1245,620,711,a
1246,160,711,a
1247,540,711,a
1248,2678,711,a
1249,4074,711,a
1250,993,712,a
1251,3429,712,a
1252,1111,713,a
1253,2508,714,a
1254,181,715,a
1255,4333,715,a
1256,320,717,a
1257,2300,719,a
1258,423,719,a
1259,4488,721,a
1260,2148,724,a
1261,2615,724,a
1262,906,724,a
1263,1639,724,a
1264,1279,724,a
1265,605,724,a
1266,1942,724,a
1267,183,724,a
1268,1877,724,a
1269,49,724,a
1270,3169,725,a
1271,3769,725,a
1272,1315,725,a
1273,279,725,a
1274,4541,728,a
1275,3924,730,a
1276,1470,731,a
1277,321,733,a
1278,644,733,a
1279,1494,736,a
1280,4207,736,a
1281,3637,738,a
1282,2008,738,a
1283,2073,739,a
1284,1180,741,a
1285,2546,741,a
1286,3355,742,a
1287,1608,743,a
1288,903,744,a
1289,3870,744,a
1290,3184,744,a
1291,3996,745,a
1292,3496,746,a
1293,738,747,a
1294,1248,747,a
1295,340,747,a
1296,870,747,a
1297,963,747,a
1298,1645,749,a
1299,1385,750,a
1300,122,751,a
1301,1432,751,a
1302,1415,751,a
1303,401,751,a
1304,2403,751,a
1305,2965,751,a
1306,4213,751,a
1307,1397,751,a
1308,1667,751,a
1309,4052,751,a
1310,1308,751,a
1311,1682,751,a
1312,227,751,a
1313,3729,751,a
1314,2266,752,a
1315,4912,753,a
1316,3775,754,a
1317,4813,755,a
1318,3942,756,a
1319,4178,756,a
1320,1357,757,a
1321,2546,757,a
1322,3333,757,a
1323,1869,757,a
1324,2856,757,a
1325,3516,757,a
1326,3182,757,a
1327,2662,757,a
1328,838,758,a
1329,4908,759,a
1330,2794,760,a
1331,4814,762,a
1332,4476,763,a
1333,4123,764,a
1334,2498,764,a
1335,3975,765,a
1336,2617,767,a
1337,2932,767,a
1338,2621,767,a
1339,3216,767,a
1340,1918,767,a
1341,2222,767,a
1342,1511,767,a
1343,1584,767,a
1344,3176,767,a
1345,1863,767,a
1346,3579,768,a
1347,3897,768,a
1348,2610,769,a
1349,3835,770,a
1350,4164,771,a
1351,4725,772,a
1352,3790,773,a
1353,4398,773,a
1354,4218,774,a
1355,1348,775,a
1356,2650,776,a
1357,758,776,a
1358,1774,776,a
1359,4739,778,a
1360,4936,780,a
1361,1465,781,a
1362,2559,781,a
1363,3644,782,a
1364,4733,784,a
1365,3288,784,a
1366,4055,784,a
1367,4064,785,a
1368,2737,785,a
1369,3303,785,a
1370,1874,785,a
1371,693,785,a
1372,3498,785,a
1373,1350,785,a
1374,1624,785,a
1375,1089,785,a
1376,2029,785,a
1377,1323,785,a
1378,1511,785,a
1379,3101,785,a
1380,1272,787,a
1381,3657,787,a
1382,1526,787,a
1383,3112,787,a
1384,3485,787,a
1385,4743,787,a
1386,948,787,a
1387,2407,787,a
1388,2914,788,a
1389,3695,788,a
1390,298,789,a
1391,1603,789,a
1392,4801,790,a
1393,2938,791,a
1394,744,792,a
1395,4365,793,a
1396,3301,793,a
1397,2968,793,a
1398,3925,794,a
1399,3830,794,a
1400,2319,795,a
1401,4200,796,a
1402,4292,796,a
1403,4863,797,a
1404,324,798,a
1405,4938,798,a
1406,1569,800,a
1407,606,800,a
1408,790,800,a
1409,1806,800,a
1410,1364,800,a
1411,2548,800,a
1412,1010,800,a
1413,2450,800,a
1414,80,800,a
1415,1763,800,a
1416,467,800,a
1417,3498,800,a
1418,1208,800,a
1419,2756,800,a
1420,2271,800,a
1421,2640,800,a
1422,2217,800,a
1423,1390,800,a
1424,1544,800,a
1425,3093,800,a
1426,1296,800,a
1427,3140,800,a
1428,1579,800,a
1429,1940,800,a
1430,3889,800,a
1431,451,800,a
1432,3590,800,a
1433,2604,800,a
1434,2049,800,a
1435,361,800,a
1436,1658,800,a
1437,2844,800,a
1438,955,800,a
1439,3487,800,a
1440,1356,801,a
1441,3600,801,a
1442,2848,801,a
1443,1720,802,a
1444,4158,807,a
1445,2559,808,a
1446,1895,808,a
1447,4151,808,a
1448,1923,809,a
1449,2247,810,a
1450,1069,811,a
1451,1746,813,a
1452,341,813,a
1453,271,813,a
1454,340,813,a
1455,960,814,a
1456,1033,815,a
1457,1458,815,a
1458,1168,815,a
1459,3657,815,a
1460,3701,815,a
1461,4820,815,a
1462,2003,815,a
1463,739,815,a
1464,1752,815,a
1465,884,816,a
1466,1350,816,a
1467,2195,817,a
1468,3307,817,a
1469,4193,817,a
1470,1930,817,a
1471,2324,817,a
1472,2003,817,a
1473,3809,817,a
1474,166,817,a
1475,732,817,a
1476,1885,818,a
1477,3138,818,a
1478,898,819,a
1479,4450,820,a
1480,4549,823,a
1481,587,823,a
1482,2915,825,a
1483,2078,826,a
1484,2754,826,a
1485,1724,827,a
1486,38,827,a
1487,679,827,a
1488,3639,827,a
1489,1509,828,a
1490,85,828,a
1491,3696,828,a
1492,2751,829,a
1493,1735,829,a
1494,3821,830,a
1495,2908,831,a
1496,1711,832,a
1497,4672,833,a
1498,3337,833,a
1499,3965,834,a
1500,4014,835,a
1501,777,836,a
1502,3100,839,a
1503,4280,839,a
1504,4075,839,a
1505,1394,839,a
1506,3285,839,a
1507,2643,839,a
1508,3934,839,a
1509,4897,841,a
1510,3651,842,a
1511,4727,843,a
1512,1348,845,a
1513,3959,846,a
1514,1611,846,a
1515,839,846,a
1516,294,846,a
1517,1897,846,a
1518,711,846,a
1519,2048,846,a
1520,1020,846,a
1521,1809,846,a
1522,4177,847,a
1523,4760,847,a
1524,4294,851,a
1525,596,851,a
1526,2412,851,a
1527,606,851,a
1528,2155,851,a
1529,1772,851,a
