id,name
115,Akiva Goldsman
116,Akiva Schaffer
117,Akon
118,Aksel Hennie
119,Akshaye Khanna
120,Al Cliver
121,Al Franklin
122,Al Freeman Jr.
123,Al Gore
124,Al Leong
125,Al Pacino
126,Al Roker
127,Al Sapienza
128,Al Silliman Jr.
129,Alain Delon
130,Alain Resnais
131,Alan Alda
132,Alan Autry
133,Alan Bates
134,Alan Brent
135,Alan Cohn
136,Alan D. Purwin
137,Alan Dale
138,Alan David
139,Alan Ford
140,Alan Hale
141,Alan Hale Jr.
142,Alan J. Pakula
143,Alan Jacobs
144,Alan Metter
145,Alan Oppenheimer
146,Alan Parker
147,Alan Pietruszewski
148,Alan Poul
149,Alan Rickman
150,Alan Ruck
151,Alan Rudolph
152,Alan Shapiro
153,Alan Taylor
154,Alan Van Sprang
155,Alan Williams
156,Alan Young
157,Alan Yuen
158,Alana Kaniewski
159,Alanna Ubach
160,Alastair Duncan
161,Alba Rohrwacher
162,Albert Brooks
163,Albert Delpy
164,Albert Dupontel
165,Albert Finney
166,Albert Hughes
167,Albert Maysles
168,Albert Salmi
169,Alden Ehrenreich
170,Aldis Hodge
171,Aldo Sambrell
172,Alec Asten
173,Alejandro Agresti
174,Alejandro Amenábar
175,Alejandro Furth
176,Alejandro G. Iñárritu
177,Alejandro Monteverde
178,Aleksa Palladino
179,Aleksandr Bashirov
180,Aleksandr Veledinskiy
181,Aleksey Chadov
182,Aleksey German
183,Aleksey Serebryakov
184,Alessandra Mastronardi
185,Alessandro Carloni
186,Alessandro Nivola
187,Alessandro Preziosi
188,Álex Angulo
189,Alex Borstein
190,Alex Cox
191,Alex Craig Mann
192,Álex de la Iglesia
193,Alex Désert
194,Alex Emanuel
195,Alex Garland
196,Alex Gibney
197,Alex Huszar
198,Alex Jennings
199,Alex Karpovsky
200,Alex Kendrick
201,Alex Lawther
202,Alex Macqueen
203,Alex McArthur
204,Alex Meraz
205,Alex Pettyfer
206,Alex Proyas
207,Alex Ranarivelo
208,Alex Rivera
209,Alex Rocco
210,Alex Russell
211,Alex Sanborn
212,Alex Smith
213,Alex van Warmerdam
214,Alex Veadov
215,Alex Vincent
216,Alex Winter
217,Alex Zamm
218,Alexa Davalos
219,Alexa Havins
220,Alexa PenaVega
221,Alexander Gould
222,Alexander Payne
223,Alexander Skarsgård
224,Alexander Vlahos
225,Alexander Witt
226,Alexander Wraith
227,Alexandra Breckenridge
228,Alexandra Callas
229,Alexandra Holden
230,Alexandra Maria Lara
231,Alexandra Rapaport
232,Alexandra Silber
233,Alexandre Aja
234,Alexandre Rodrigues
235,Alexandru Potocean
236,Alexia Fast
237,Alexia Rasmussen
238,Alexis Arquette
239,Alexis Biesiada
240,Alexis Dziena
241,Alexis Kendra
242,Alfie Allen
243,Alfonso Cuarón
244,Alfre Woodard
245,Alfred Enoch
246,Alfred Hitchcock
247,Ali Daniels
248,Ali Hillis
249,Alia Shawkat
250,Alice Braga
251,Alice Cooper
252,Alice Englert
253,Alice Evans
254,Alice Greczyn
255,Alice Krige
256,Alice Olivia Clarke
257,Alice Playten
258,Alice Pol
259,Alice Wu
260,Alicia Goranson
261,Alicia Keys
262,Alicia Sixtos
263,Alicia Witt
264,Alicia Ziegler
265,Alicja Bachleda
266,Aliou Touré
267,Alisha Boe
268,Alison Brie
269,Alison Chand
270,Alison Doody
271,Alison Lohman
272,Alison Maclean
273,Alissa Dean
274,Alister Grierson
275,Alix Freihage
276,Allan Arkush
277,Allan Dwan
278,Allegra Carpenter
279,Allen Coulter
280,Allen Covert
281,Allen Hughes
282,Allen Leech
283,Allen Payne
284,Allison Anders
285,Allison Burnett
286,Allison Dean
287,Allison Miller
288,Allison Tolman
289,Ally Sheedy
290,Ally Walker
291,Alma Martinez
292,Alona Tal
293,Alonna Shaw
294,Alun Armstrong
295,Alycia Debnam-Carey
296,Alyson Hannigan
297,Alyson Stoner
298,Amal Al-Agroobi
299,Amanda Detmer
300,Amanda Gusack
301,Amanda Kearsan
302,Amanda MacDonald
303,Amanda Mealing
304,Amanda Plummer
305,Amanda Redman
306,Amanda Schull
307,Amanda Tilson
308,Amanda Troop
309,Amanda Wyss
310,Amat Escalante
311,Amber Armstrong
312,Amber Benson
313,Amber Marie Bollinger
314,Amber Marshall
315,Amber Rose Revah
316,Amber Stevens West
317,Amber Valletta
318,Amelia Giancarlo
319,Amelia Warner
320,America Ferrera
321,America Olivo
322,Ami Ayalon
323,Amiah Miller
324,Amidou
325,Amir Farrokh Hashemian
326,Amir Talai
327,Aml Ameen
328,Amos Oz
329,Amr Waked
330,Amrish Puri
331,Amy Badberg
332,Amy Brenneman
333,Amy Bruni
334,Amy Carson
335,Amy Hargreaves
336,Amy Heckerling
337,Amy Hill
338,Amy Holden Jones
339,Amy Irving
340,Amy Locane
341,Amy Lucas
342,Amy Madigan
343,Amy Poehler
344,Amy Ryan
345,Amy Schumer
346,Amy Sedaris
347,Amy Steel
348,Amy Stewart
349,Amy Warren
350,Amy Yasbeck
351,Ana Claudia Talancón
352,Ana de la Reguera
353,Ana Gasteyer
354,Ana Imnadze
355,Ana Maria Guran
356,Ana Vatamanu
357,Analeine Cal y Mayor
358,Anamaria Marinca
359,Anand Tucker
360,Anatoliy Solonitsyn
361,Anders Holm
362,Andre Braugher
363,André Dussollier
364,André Øvredal
365,André Ramiro
366,André Téchiné
367,André the Giant
368,André Wilms
369,Andrea Arnold
370,Andrea Corr
371,Andrea Di Stefano
372,Andrea Frankle
373,Andrea Martin
374,Andrea Ros
375,Andrea Savage
376,Andrea Vergara
377,Andrei Tarkovsky
378,Andrej Nahtigal
379,Andrés Couturier
380,Andrés Montiel
381,Andrés Muschietti
382,Andrew Adamson
383,Andrew Airlie
384,Andrew Berends
385,Andrew Bergman
386,Andrew Bryniarski
387,Andrew Bujalski
388,Andrew Currie
389,Andrew Daly
390,Andrew Davis
391,Andrew Dice Clay
392,Andrew Dominik
393,Andrew Douglas
394,Andrew Erwin
395,Andrew Fiscella
396,Andrew Fleming
397,Andrew Garfield
398,Andrew Haigh
399,Andrew Hyatt
400,Andrew Jarecki
401,Andrew Keegan
402,Andrew Keir
403,Andrew Lawrence
404,Andrew Leman
405,Andrew Morahan
406,Andrew Niccol
407,Andrew Rannells
408,Andrew Robinson
409,Andrew Simpson
410,Andrew Stanton
411,Andrew Steggall
412,Andrew Traucki
413,Andrew Wilson
414,Andrey Konchalovskiy
415,Andrey Zvyagintsev
416,Andrucha Waddington
417,Andrzej Bartkowiak
418,Andy Cadiff
419,Andy Cohn
420,Andy Davoli
421,Andy Dick
422,Andy Fickman
423,Andy Garcia
424,Andy Lau
425,Andy On
426,Andy Richter
427,Andy Tennant
428,Ane Dahl Torp
429,Anella Vastola
430,Ang Lee
431,Angel Coulby
432,Angel David
433,Angela Bettis
434,Angela Cartwright
435,Angela Featherstone
436,Angela Jones
437,Ángela Molina
438,Angela Nordeng
439,Angela Robinson
440,Angela Sarafyan
441,Angelica Lee
442,Angélica Sancio
443,Angeliki Papoulia
444,Angelina Armani
445,Angelina Jolie Pitt
446,Angell Conwell
447,Angelo Anthony Pizza
448,Angelo Pizzo
449,Angelo Rossitto
450,Angelo Tsarouchas
451,Angie Dickinson
452,Angus Barnett
453,Angus Macfadyen
454,Angus Sampson
455,Angus Scrimm
456,Angus T. Jones
457,Anika Noni Rose
458,Anil Kapoor
459,Anil Kumar
460,Anita Briem
461,Anita Mui
462,Anita Page
463,Anjelica Huston
464,Ann Dowd
465,Ann Gillis
466,Ann Miller
467,Ann Morgan Guilbert
468,Ann Talman
469,Ann-Margret
470,Anna Boden
471,Anna Friel
472,Anna Gunn
473,Anna Harr
474,Anna Karina
475,Anna Katarina
476,Anna Katharina Schwabroh
477,Anna Kendrick
478,Anna Madeley
479,Anna Mastro
480,Anna Muylaert
481,Anna Nakagawa
482,Anna Silk
483,Anna Vareschi
484,Anna-Louise Plowman
485,Annabel Jankel
486,Annabella Sciorra
487,Annabelle Wallis
488,Annabeth Gish
489,Anne Archer
490,Anne Bancroft
491,Anne Fletcher
492,Anne Fontaine
493,Anne Hathaway
494,Anne Heche
495,Anne Meara
496,Anne Parillaud
497,Anne-Marie Duff
498,Anneliese van der Pol
499,Annelyse Ahmad
500,Annet Mahendru
501,Annette Badland
502,Annie Golden
503,Annie Parisse
504,Anslem Richardson
505,Anthony 'Citric' Campos
506,Anthony Bell
507,Anthony Burrell
508,Anthony C. Ferrante
509,Anthony Chau-Sang Wong
510,Anthony Daniels
511,Anthony Edwards
512,Anthony Heald
513,Anthony Hemingway
514,Anthony Hickox
515,Anthony Hopkins
516,Anthony Johnson
517,Anthony L. Fernandez
518,Anthony LaPaglia
519,Anthony Mann
520,Anthony Minghella
521,Anthony O'Brien
522,Anthony Powell
523,Anthony Reynolds
524,Anthony Russo
525,Anthony Silverston
526,Anthony Simcoe
527,Anthony Vallone
528,Anthony Zerbe
529,Antoine Fuqua
530,Anton Corbijn
531,Antoni Corone
532,Antonia Bird
533,Antonia Thomas
534,Antonio Arrué
535,Antonio Banderas
536,Antonio de la Torre
537,Antonio Sabato Jr.
538,Antonio Simoncini
539,Antony Hoffman
540,Antony Starr
541,Anupam Kher
542,Anurag Basu
543,Anushka Shetty
544,Anwar Congo
545,April Winchell
546,Ara Celi
547,Aramis Knight
548,Arben Bajraktaraj
549,Arcelia Ramírez
550,Archie Kao
551,Archie Panjabi
552,Aretha Franklin
553,Ari Folman
554,Ari Gold
555,Ari Graynor
556,Ari Kirschenbaum
557,Ari Sandel
558,Aria Noelle Curzon
559,Ariana Neal
560,Ariana Richards
561,Ariane Labed
562,Ariane Schluter
563,Arie Posin
564,Ariel Gade
565,Ariel Hsing
566,Ariel Vromen
567,Aries Spears
568,Arik Ascherman
569,Arjun Rampal
570,Arjun Sablok
571,Arliss Howard
572,Arly Jover
573,Armando Riesco
574,Armin Mueller-Stahl
575,Armin Rohde
576,Armin Shimerman
577,Art Carney
578,Art Hindle
579,Art Malik
580,Arthur Agee
581,Arthur Hiller
582,Arthur O'Connell
583,Arturo Castro
584,Artyom Bogucharskiy
585,Aryana Engineer
586,Asger Leth
587,Asghar Farhadi
588,Ash Baron-Cohen
589,Ash Brannon
590,Ash Cook
591,Ashanti
592,Ashish R. Mohan
593,Ashleigh Gryzko
594,Ashley Ashida Dixon
595,Ashley Bell
596,Ashley Gerasimovich
597,Ashley Hinshaw
598,Ashley Laurence
599,Ashley Martin
600,Ashley Palmer
601,Ashley Rickards
602,Ashley Scott
603,Ashley Tramonte
604,Ashley Walters
605,Ashley Williams
606,Ashraf Barhom
607,Asin
608,Athina Rachel Tsangari
609,Ato Essandoh
610,Atom Egoyan
611,Atsuko Maeda
612,Atticus Shaffer
613,Aubrey Poo
614,Audrey Fleurot
615,Audrey Wells
616,August Diehl
617,Augustus Prew
618,Aunjanue Ellis
619,Austin Lyon
620,Austin Nichols
621,Austin O'Brien
622,Austin Pendleton
623,Ava Acres
624,Ava DuVernay
625,Ava Gardner
626,Avery Schreiber
627,Avi Nesher
628,Ayan Mukerji
629,Ayelet Zurer
630,Ayesha Omar
631,Ayla Kell
632,Ayush Mahesh Khedekar
633,Aziz Muradillayev
634,Azura Skye
635,B.J. Novak
636,Babak Najafi
637,Babar Ahmed
638,Bahare Seddiqi
639,Bai Ling
640,Bailee Madison
641,Balinese Tari Legong Dancers
642,Bálint Péntek
643,Baltasar Kormákur
644,Balthazar Getty
645,Bam Margera
646,Barack Obama
647,Barbara Bach
648,Barbara Billingsley
649,Barbara Carrera
650,Bárbara Goenaga
651,Barbara Hershey
652,Barbara Kowalcyk
653,Bárbara Mori
654,Barbet Schroeder
655,Barbie Castro
656,Barbra Streisand
657,Bari Hyman
658,Barnard Hughes
659,Barney Clark
660,Barney Frank
661,Barret Oliver
662,Barrett Esposito
663,Barry Bostwick
664,Barry Cook
665,Barry Corbin
666,Barry Dennen
667,Barry Fitzgerald
668,Barry Levinson
669,Barry Lynch
670,Barry Shabaka Henley
671,Barry Skolnick
672,Barry Sonnenfeld
673,Barry W. Blaustein
674,Barry Watson
675,Bart Freundlich
676,Bart Shatto
677,Bart the Bear
678,Bashar Rahal
679,Basher Savage
680,Basil Rathbone
681,Baz Luhrmann
682,Béatrice Bonifassi
683,Béatrice Dalle
684,Beatrice Ntuba
685,Beatrice Straight
686,Beau Bridges
687,Beau Garrett
688,Beau Knapp
689,Beau Mirchoff
690,Bebe Neuwirth
691,Becky Smith
692,Beeban Kidron
693,Behrouz Vossoughi
694,Belén Rueda
695,Belinda Stewart-Wilson
696,Bella Heathcote
697,Bella Thorne
698,Ben Affleck
699,Ben Browder
700,Ben Chaplin
701,Ben Crompton
702,Ben Cross
703,Ben Daniels
704,Ben Davies
705,Ben Diskin
706,Ben Falcone
707,Ben Feldman
708,Ben Gazzara
709,Ben Johnson
710,Ben Lewin
711,Ben Mendelsohn
712,Ben Miles
713,Ben Miller
714,Ben Platt
715,Ben Schwartz
716,Ben Stassen
717,Ben Stein
718,Ben Stiller
719,Ben Vereen
720,Ben Wheatley
721,Ben Youcef
722,Ben Younger
723,Benedek Fliegauf
724,Benedict Cumberbatch
725,Benedict Wong
726,Benedikt Erlingsson
727,Benh Zeitlin
728,Benjamin A. Onyango
729,Benjamin Dickinson
730,Benjamin Fletcher
731,Benjamin J. Cain Jr.
732,Benjamin Roberds
733,Benjamin Walker
734,Bennett Miller
735,Benni Diez
736,Benno Fürmann
737,Benny Boom
738,Benoît Magimel
739,Benoît Poelvoorde
740,Benson Lee
741,Bérénice Bejo
742,Bergüzar Korel
743,Bern Cohen
744,Bernadette Peters
745,Bernard Cribbins
746,Bernard Fox
747,Bernard Hill
748,Bernardo Bertolucci
749,Bernardo Saracino
750,Bernie Casey
751,Bernie Mac
752,Bernie Sanders
753,Bertrand Cantat
754,Bess Armstrong
755,Bessie Love
756,Beth Broderick
757,Beth Grant
758,Beth Riesgraf
759,Bethany Blakey
760,Bethany Joy Lenz
761,Beto Gómez
762,Betsy Baker
763,Betsy Palmer
764,Betsy Russell
765,Betty Hutton
766,Betty Thomas
767,Beverly D'Angelo
768,Beverly Randolph
769,Bex Taylor-Klaus
770,Bhama
771,Bhavkhandan Singh Rakhra
772,Bhole Baba
773,Bhoomika Chawla
774,Bianca Brigitte VanDamme
775,Bianca Collins
776,Bianca Kajlich
777,Bibo Bergeron
778,Big Budah
779,Bigas Luna
780,Bill Allen
781,Bill Bailey
782,Bill Baird
783,Bill Benenson
784,Bill Clinton
785,Bill Cobbs
786,Bill Condon
787,Bill Duke
788,Bill Erwin
789,Bill Fagerbakke
790,Bill Farmer
791,Bill Hickman
792,Bill Hunter
793,Bill Irwin
794,Bill Johnson
795,Bill Lake
796,Bill Maher
797,Bill Martone
798,Bill Melendez
799,Bill Muir
800,Bill Murray
801,Bill Nunn
802,Bill Paterson
803,Bill Paxton
804,Bill Plympton
805,Bille August
806,Bille Woodruff
807,Billie Burke
808,Billie Whitelaw
809,Billy Aaron Brown
810,Billy Barty
811,Billy Blair
812,Billy Bob Thornton
813,Billy Boyd
814,Billy Brown
815,Billy Burke
816,Billy Campbell
817,Billy Crudup
818,Billy Drago
819,Billy Gardell
820,Billy Gilbert
821,Billy Kent
822,Billy Ray
823,Billy West
824,Billy Wilder
825,Bin Won
826,Bingbing Fan
827,Bingbing Li
828,Bipasha Basu
829,Birgitte Hjort Sørensen
830,Birol Ünel
831,Björk
832,Björn Hlynur Haraldsson
833,Bjørn Sundquist
834,Black Thomas
835,Blaine Anderson
836,Blair Brown
837,Blair Erickson
838,Blair Hayes
839,Blair Underwood
840,Blake Edwards
841,Blake Lindsley
842,Blake Ritson
843,Blanchard Ryan
844,Blaz Zavrsnik
845,Blythe Auffarth
846,Blythe Danner
847,Bo Huang
848,Bo Welch
849,Bo Zenga
850,Boaz Yakin
851,Bob Balaban
852,Bob Clark
853,Bob Clendenin
854,Bob Costas
855,Bob Dole
856,Bob Dolman
857,Bob Dylan
858,Bob Eubanks
859,Bob Fosse
860,Bob Giraldi
861,Bob Gosse
862,Bob Gunton
863,Bob Hastings
864,Bob Hoskins
865,Bob Marley
866,Bob Neill
867,Bob Newhart
868,Bob Odenkirk
869,Bob Peck
870,Bob Proctor
871,Bob Rafelson
872,Bob Ross
873,Bob Saget
874,Bob Spiers
875,Bobb'e J. Thompson
876,Bobbie Phillips
877,Bobby Batson
878,Bobby Block
879,Bobby Brown
880,Bobby Campo
881,Bobby Coleman
882,Bobby Deol
883,Bobby Farrelly
884,Bobby Kendall
885,Bobby Lee
886,Bobby Moynihan
887,Bobby Roth
888,Bobcat Goldthwait
889,Bojana Novakovic
890,Bokeem Woodbine
891,Bolaji Badejo
892,Bolo Yeung
893,Boman Irani
894,Bonnie Henna
895,Bonnie Hunt
896,Bonnie Lee Bouman
897,Bonnie Somerville
898,Bono
899,Bonz Malone
900,Boris Kodjoe
901,Boris Rodriguez
902,Boyd Banks
903,Boyd Holbrook
904,Boys II Men
905,Brad Anderson
906,Brad Bird
907,Brad Copeland
908,Brad Furman
909,Brad Garrett
910,Brad J. Silverman
911,Brad James
912,Brad Lee Wind
913,Brad Leland
914,Brad Peyton
915,Brad Pitt
916,Brad Renfro
917,Brad Schmidt
918,Brad Silberling
919,Brad William Henke
920,Bradley Cooper
921,Bradley Parker
922,Bradley Pierce
923,Bradley Rust Gray
924,Bradley Whitford
925,Brady Corbet
926,Braeden Lemasters
927,Brahim Achabbakhe
928,Brahmanandam
929,Brandon Camp
930,Brandon Cronenberg
931,Brandon Landers
932,Brandon Middleton
933,Brandon Molale
934,Brandon Mychal Smith
935,Brandon Smith
936,Brandon T. Jackson
937,Brandon Trost
938,Brandy Norwood
939,Branko Djuric
940,Breck Eisner
941,Breckin Meyer
942,Bree Turner
943,Bree Williamson
944,Brenda Bakke
945,Brenda Blethyn
946,Brenda Chapman
947,Brenda Fricker
948,Brenda Song
949,Brenda Strong
950,Brenda Vaccaro
951,Brendan Coyle
952,Brendan Doogie Milewski
953,Brendan Fehr
954,Brendan Fraser
955,Brendan Mackey
956,Brendan Malloy
957,Brendan Sexton III
958,Brendon Eggertsen
959,Brendon Small
960,Brent Anderson
961,Brent David Fraser
962,Brent Neale
963,Brent Sexton
964,Brenton Spencer
965,Brett Cullen
966,Brett Leonard
967,Brett Piper
968,Brett Ratner
969,Brett Wagner
970,Brian A Miller
971,Brian Anthony Wilson
972,Brian Austin Green
973,Brian Baugh
974,Brian Blessed
975,Brian Bosworth
976,Brian Caunter
977,Brian d'Arcy James
978,Brian Dannelly
979,Brian De Palma
980,Brian Dennehy
981,Brian Dietzen
982,Brian Dorton
983,Brian Doyle-Murray
984,Brian Eno
985,Brían F. O'Byrne
986,Brian Geraghty
987,Brian Gibson
988,Brian Helgeland
989,Brian Henson
990,Brian Herzlinger
991,Brian Howe
992,Brian Johnson
993,Brian Keith
994,Brian Klugman
995,Brian Koppelman
996,Brian Lee Franklin
997,Brian Levant
998,Brian McNamara
999,Brian O'Halloran
1000,Brian Percival
1001,Brian Robbins
1002,Brian Steele
1003,Brian Stepanek
1004,Brian Thompson
1005,Brian Trenchard-Smith
1006,Brian Van Holt
1007,Brian Whitaker
1008,Brian Yuzna
1009,Brianna Brown
1010,Brianne Brozey
1011,Bridget Fonda
1012,Bridgette Wilson-Sampras
1013,Bridgit Mendler
1014,Brighton Sharbino
1015,Brigitte Bardot
1016,Brigitte Helm
1017,Brigitte Nielsen
1018,Brion James
1019,Brit Morgan
1020,Britney Spears
1021,Britt Allcroft
1022,Britt Ekland
1023,Brittany Curran
1024,Brittany Daniel
1025,Brittney Powell
1026,Brock Baker
1027,Brock Peters
1028,Bronagh Gallagher
1029,Bronwen Hughes
1030,Brooke Bundy
1031,Brooke D'Orsay
1032,Brooke Newton
1033,Brooke Shields
1034,Brooke Smith
1035,Brooklynn Proulx
1036,Bruce Alexander
1037,Bruce Altman
1038,Bruce Beresford
1039,Bruce Boxleitner
1040,Bruce Campbell
1041,Bruce Davison
1042,Bruce Dellis
1043,Bruce Dern
1044,Bruce Dinsmore
1045,Bruce Gooch
1046,Bruce Goodchild
1047,Bruce Green
1048,Bruce Greenwood
1049,Bruce Hopkins
1050,Bruce Hunt
1051,Bruce Kerr
1052,Bruce Macdonald
1053,Bruce Malmuth
1054,Bruce McCulloch
1055,Bruce McDonald
1056,Bruce McGill
1057,Bruce Newbold
1058,Bruce Paltrow
1059,Bruce Payne
1060,Bruce Spence
1061,Bruce Thomas
1062,Bruce Vilanch
1063,Bruce Willis
1064,Bruno Barreto
1065,Bruno Campos
1066,Bruno Ganz
1067,Bruno Kirby
1068,Bryan Barber
1069,Bryan Brown
1070,Bryan Callen
1071,Bryan Dick
1072,Bryan Singer
1073,Bryce Dallas Howard
1074,Bubba Smith
1075,Bud Cort
1076,Bunta Sugawara
1077,Burgess Meredith
1078,Burghart Klaußner
1079,Burl Ives
1080,Burr Steers
1081,Burt Kwouk
1082,Burt Ward
1083,Burt Young
1084,Buster Keaton
1085,Busy Philipps
1086,Buzz Aldrin
1087,Byron Howard
1088,Byron Mann
1089,C. Fraser Press
1090,C. Jay Cox
1091,Cabrina Collesides
1092,Caitlin FitzGerald
1093,Caitlin Stasey
1094,Caitlyn Jenner
1095,Caity Lotz
1096,Cal Brunker
1097,Caleb Landry Jones
1098,Callie Khouri
1099,Callie Thorne
1100,Callum Blue
1101,Callum Rennie
1102,Calvin Lockhart
1103,Cam Clarke
1104,Cameron Boyce
1105,Cameron Bright
1106,Cameron Crowe
1107,Cameron Mills
1108,Cameron Monaghan
1109,Cameron Rhodes
1110,Camille Delamarre
1111,Campbell Scott
1112,Camren Bicondova
1113,Camryn Manheim
1114,Candace Kroslak
1115,Candice Bergen
1116,Cara Delevingne
1117,Cara Horgan
1118,Cara Seymour
1119,Carel Struycken
1120,Cariba Heine
1121,Carl Franklin
1122,Carl Gilliard
1123,Carl Rinsch
1124,Carl Theodor Dreyer
1125,Carl Weathers
1126,Carla Gallo
1127,Carlease Burke
1128,Carlo Cecchi
1129,Carlos Alazraqui
1130,Carlos Bardem
1131,Carlos Carrera
1132,Carlos Gallardo
1133,Carlos Lasarte
1134,Carlos Ponce
1135,Carlos Saldanha
1136,Carlos Saura
1137,Carly Schroeder
1138,Carmen Argenziano
1139,Carmen Ejogo
1140,Carmen Electra
1141,Carmen Marron
1142,Carmen Maura
1143,Carmen Perez
1144,Carmine Giovinazzo
1145,Carol Ann Susi
1146,Carol Block
1147,Carol Channing
1148,Carol Kane
1149,Carol Reed
1150,Carol Sutton
1151,Carole Bouquet
1152,Caroline Dhavernas
1153,Caroline Goodall
1154,Caroline Link
1155,Caroline Munro
1156,Caroline Rhea
1157,Caroll Spinney
1158,Carolyn Hennesy
1159,Carrie Bradstreet
1160,Carrie Henn
1161,Carrie Preston
1162,Carroll Baker
1163,Carroll Ballard
1164,Carroll O'Connor
1165,Carter Jenkins
1166,Carter Smith
1167,Cary Bell
1168,Cary-Hiroyuki Tagawa
1169,Caryn Waechter
1170,Cas Anvar
1171,Casey Affleck
1172,Casey Gooden
1173,Casey Kasem
1174,Casey Siemaszko
1175,Casper Christensen
1176,Casper Crump
1177,Casper Martinez
1178,Cassandra Nicolaou
1179,Cassandra Peterson
1180,Cassandra Scerbo
1181,Cassidy Gifford
1182,Cassie Ventura
1183,Cat Ly
1184,Catalina Sandino Moreno
1185,Catherine Bell
1186,Catherine Deneuve
1187,Catherine Dent
1188,Catherine Dyer
1189,Catherine Gund
1190,Catherine Hardwicke
1191,Catherine Hicks
1192,Catherine Jelski
1193,Catherine Lambert
1194,Catherine Lough Haggquist
1195,Catherine McCormack
1196,Catherine O'Hara
1197,Catherine Owens
1198,Catherine Parks
1199,Catherine Schell
1200,Catherine Tate
1201,Cathryn de Prume
1202,Cathy Malkasian
1203,Cathy Moriarty
1204,Catriona MacColl
1205,CCH Pounder
1206,Cecelia Antoinette
1207,Cecil B. DeMille
1208,Cecil Kellaway
1209,Cécile De France
1210,Cecilia Pillado
1211,Cédric Klapisch
1212,Cedric Nicolas-Troyan
1213,Cedric the Entertainer
1214,Celeste Holm
1215,Celia Imrie
1216,Celia Weston
1217,Celina Beach
1218,Celina Jade
1219,Céline Sallette
1220,Cem Yilmaz
1221,Cesar Romero
1222,Chad Allen
1223,Chad Bishop
1224,Chad Hartigan
1225,Chad Kapper
1226,Chad L. Coleman
1227,Chad Lindberg
1228,Chad Lowe
1229,Chan-wook Park
1230,Chandler Canterbury
1231,Channing Tatum
1232,Chao-Bin Su
1233,Charice
1234,Charis Michelsen
1235,Charla Cochran
1236,Charles Adelman
1237,Charles Aidman
1238,Charles Aznavour
1239,Charles Baker
1240,Charles Binamé
1241,Charles Chaplin
1242,Charles Ferguson
1243,Charles Grodin
1244,Charles Halford
1245,Charles Herman-Wurmfeld
1246,Charles Irving Beale
1247,Charles Keating
1248,Charles King
1249,Charles Linton
1250,Charles Martin Smith
1251,Charles Martinet
1252,Charles Matthau
1253,Charles Mesure
1254,Charles Napier
1255,Charles Robert Carner
1256,Charles S. Dutton
1257,Charles Shyer
1258,Charles Stone III
1259,Charles T. Kanganis
1260,Charlie Bewley
1261,Charlie Cox
1262,Charlie Hunnam
1263,Charlie Kaufman
1264,Charlie Korsmo
1265,Charlie Levi
